ID,STATENAME,DISTRICT,cpr,cpr_num,inside_elections,inside_elections_num,crystal_ball,crystal_ball_num,avg
347,South Carolina,3,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
348,South Carolina,4,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
349,South Carolina,5,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
350,South Carolina,6,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
351,South Carolina,7,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
352,South Dakota,0,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
353,Tennessee,1,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
354,Tennessee,2,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
355,Tennessee,3,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
356,Tennessee,4,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
357,Tennessee,5,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
358,Tennessee,6,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
359,Tennessee,7,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
360,Tennessee,8,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
361,Tennessee,9,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
362,Texas,1,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
363,Texas,2,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
364,Texas,3,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
365,Texas,4,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
366,Texas,5,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
367,Texas,6,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
368,Texas,7,Toss up,4,Tilt Republican,4.5,Lean Republican,5,4.5
369,Texas,8,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
370,Texas,9,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
371,Texas,10,Likely Republican,6,Solid Republican,7,Safe Republican,7,6.666666667
372,Texas,11,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
373,Texas,12,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
374,Texas,13,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
375,Texas,14,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
376,Texas,15,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
377,Texas,16,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
378,Texas,17,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
379,Texas,18,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
380,Texas,19,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
381,Texas,20,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
382,Texas,21,Likely Republican,6,Likely Republican,6,Likely Republican,6,6
383,Texas,22,Lean Republican,5,Solid Republican,7,Likely Republican,6,6
384,Texas,23,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
385,Texas,24,Likely Republican,6,Solid Republican,7,Safe Republican,7,6.666666667
386,Texas,25,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
387,Texas,26,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
388,Texas,27,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
389,Texas,28,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
390,Texas,29,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
391,Texas,30,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
392,Texas,31,Likely Republican,6,Likely Republican,6,Likely Republican,6,6
393,Texas,32,Toss up,4,Toss up,4,Lean Democratic,3,3.666666667
394,Texas,33,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
395,Texas,34,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
396,Texas,35,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
397,Texas,36,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
398,Utah,1,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
399,Utah,2,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
400,Utah,3,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
401,Utah,4,Toss up,4,Toss up,4,Lean Democratic,3,3.666666667
402,Virginia,1,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
403,Virginia,2,Toss up,4,Tilt Republican,4.5,Lean Democratic,3,3.833333333
404,Virginia,3,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
405,Virginia,4,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
406,Virginia,5,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
407,Virginia,6,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
408,Virginia,7,Toss up,4,Toss up,4,Lean Democratic,3,3.666666667
409,Virginia,8,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
410,Virginia,9,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
411,Virginia,10,Lean Democratic,3,Tilt Democratic,3.5,Lean Democratic,3,3.166666667
412,Virginia,11,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
413,Vermont,0,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
414,Washington,1,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
415,Washington,2,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
416,Washington,3,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
417,Washington,4,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
418,Washington,5,Lean Republican,5,Likely Republican,6,Lean Republican,5,5.333333333
419,Washington,6,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
420,Washington,7,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
421,Washington,8,Lean Democratic,3,Toss up,4,Lean Democratic,3,3.333333333
422,Washington,9,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
423,Washington,10,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
424,Wisconsin,1,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
425,Wisconsin,2,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
426,Wisconsin,3,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
427,Wisconsin,4,Solid Democratic,1,Solid Democratic,1,Safe Democratic,1,1
428,Wisconsin,5,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
429,Wisconsin,6,Likely Republican,6,Solid Republican,7,Likely Republican,6,6.333333333
430,Wisconsin,7,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
431,Wisconsin,8,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
432,West Virginia,1,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
433,West Virginia,2,Likely Republican,6,Solid Republican,7,Safe Republican,7,6.666666667
434,West Virginia,3,Lean Republican,5,Lean Republican,5,Lean Republican,5,5
435,Wyoming,0,Solid Republican,7,Solid Republican,7,Safe Republican,7,7
